10	56
20	159
30	309
40	415
50	549
60	768
70	960
80	1027
90	1212
100	1354
110	1590
120	1836
130	1862
140	2281
150	2343
160	2451
170	2716
180	2889
190	3210
200	3214
210	3688
220	3753
230	3963
240	4272
250	4617
260	4401
270	4797
280	5273
290	5365
300	5468
310	6061
320	5699
330	6104
340	6317
350	6788
360	6693
370	7218
380	7417
390	7887
400	7434
410	7909
420	8471
430	9017
440	8629
450	8960
460	9126
470	9831
480	9744
490	10289
500	10542
510	11163
520	10129
530	11213
540	11018
550	11223
560	11957
570	12572
580	12246
590	12932
600	12468
610	12520
620	13748
630	13566
640	12995
650	13660
660	13933
670	14684
680	14369
690	15105
700	15423
710	15689
720	15201
730	15936
740	16373
750	17199
760	16781
770	15985
780	17814
790	17186
800	16874
810	17669
820	17972
830	18863
840	19087
850	18637
860	20306
870	20496
880	19481
890	20346
900	20275
910	21231
920	20602
930	20604
940	22132
950	21980
960	21888
970	22813
980	23146
990	24177
1000	23642
1010	23327
1020	25026
1030	24448
1040	22885
1050	23870
1060	25202
1070	26298
1080	24810
1090	25701
1100	25332
1110	27252
1120	26725
1130	27780
1140	28143
1150	29314
1160	27458
1170	27024
1180	28987
1190	29152
1200	27968
1210	29083
1220	28237
1230	29463
1240	30672
1250	30634
1260	30449
1270	32360
1280	29187
1290	30352
1300	30725
1310	32016
1320	31241
1330	32379
1340	32915
1350	33008
1360	32173
1370	33408
1380	33832
1390	35198
1400	34443
1410	32918
1420	35100
1430	34779
1440	34017
1450	35312
1460	35715
1470	37146
1480	36533
1490	36365
1500	38372
1510	38512
1520	37409
1530	38774
1540	36006
1550	37492
1560	39618
1570	39520
1580	38533
1590	41556
1600	37754
1610	39169
1620	39592
1630	41153
1640	40148
1650	43033
1660	42132
1670	40868
1680	42419
1690	43904
1700	41732
1710	43358
1720	45034
1730	42181
1740	45561
1750	44372
1760	43385
1770	44930
1780	45383
1790	47084
1800	45155
1810	44740
1820	47284
1830	47389
1840	45854
1850	47459
1860	46083
1870	47839
1880	49084
1890	48936
1900	48965
1910	51302
1920	48576
1930	50241
1940	50714
1950	52545
1960	51310
1970	50372
1980	53604
1990	51026
2000	52342
2010	54077
2020	51960
2030	53856
2040	55302
2050	49718
2060	54297
2070	52219
2080	50997
2090	52782
2100	53275
2110	55236
2120	55830
2130	53880
2140	58269
2150	58349
2160	55094
2170	56949
2180	57118
2190	59144
2200	56300
2210	56092
2220	60355
2230	58768
2240	59061
2250	60976
2260	61499
2270	63600
2280	62135
2290	60315
2300	64739
2310	59211
2320	60782
2330	62757
2340	60185
2350	62341
2360	64047
2370	60584
2380	64559
2390	63415
2400	61968
2410	64003
2420	64546
2430	66777
2440	62721
2450	66306
2460	65450
2470	65495
2480	67620
2490	69725
2500	67829
2510	70125
2520	67365
2530	67107
2540	71421
2550	70113
2560	64771
2570	66916
2580	67469
2590	69820
2600	68105
2610	70027
2620	70979
2630	70706
2640	69157
2650	71372
2660	71750
2670	74176
2680	72727
2690	69722
2700	73103
2710	72863
2720	71181
2730	73456
2740	74039
2750	76530
2760	74736
2770	74599
2780	77775
2790	77795
2800	75983
2810	78328
2820	73231
2830	75777
2840	77472
2850	77154
2860	77098
2870	80470
2880	75249
2890	77644
2900	78247
2910	80868
2920	78923
2930	82087
2940	82107
2950	79468
2960	80553
2970	83018
2980	80552
2990	83238
3000	84468
3010	80901
3020	84965
3030	84372
3040	82465
3050	84990
3060	85623
3070	88384
3080	79898
3090	85672
3100	83207
3110	83182
3120	87126
3130	89711
3140	87275
3150	90091
3160	85177
3170	84799
3180	91497
3190	88425
3200	83514
3210	86149
3220	86792
3230	89673
3240	87488
3250	92884
3260	90962
3270	93588
3280	88600
3290	91305
3300	94742
3310	97698
3320	92820
3330	91644
3340	90499
3350	95425
3360	93283
3370	96048
3380	96721
3390	99742
3400	92172
3410	97236
3420	95791
3430	95741
3440	98790
3450	101625
3460	93440
3470	96516
3480	100041
3490	99613
3500	97977
3510	103569
3520	95593
3530	98478
3540	99171
3550	102322
3560	99907
3570	105256
3580	103691
3590	97811
3600	99415
3610	102360
3620	98975
3630	102181
3640	103940
3650	99244
3660	104402
3670	103335
3680	100958
3690	103963
3700	104676
3710	107957
3720	101691
3730	106064
3740	105600
3750	105515
3760	107688
3770	110763
3780	107797
3790	111143
3800	107685
3810	107197
3820	112689
3830	111463
3840	106752
3850	109877
3860	110610
3870	114021
3880	111366
3890	109162
3900	115440
3910	109871
3920	112538
3930	115733
3940	111105
3950	114581
3960	117408
3970	112923
3980	112503
3990	117344
4000	114742
4010	117997
4020	118760
4030	122311
4040	114276
4050	119230
4060	118495
4070	118385
4080	120954
4090	124279
4100	110193
4110	113789
4120	119145
4130	118597
4140	115360
4150	123173
4160	112421
4170	115786
4180	116559
4190	120230
4200	117335
4210	124870
4220	121699
4230	117675
4240	122386
4250	125821
4260	118949
4270	122685
4280	127561
4290	119168
4300	128008
4310	123899
4320	121062
4330	124557
4340	125360
4350	129171
4360	125402
4370	121972
4380	129911
4390	129766
4400	123736
4410	127291
4420	123785
4430	127651
4440	132111
4450	131513
4460	129307
4470	136419
4480	129333
4490	132948
4500	133771
4510	137712
4520	134587
4530	130604
4540	139261
4550	131338
4560	135819
4570	139504
4580	132682
4590	136688
4600	141339
4610	131261
4620	130544
4630	136302
4640	133230
4650	136965
4660	137808
4670	141879
4680	132357
4690	138203
4700	137156
4710	136976
4720	140067
4730	143872
4740	133605
4750	137731
4760	141323
4770	140665
4780	139442
4790	145881
4800	135968
4810	139823
4820	140686
4830	144887
4840	141522
4850	147648
4860	146486
4870	144089
4880	137789
4890	141704
4900	145473
4910	149739
4920	143574
4930	145642
4940	143986
4950	151013
4960	147716
4970	151701
4980	152594
4990	156935
5000	148469
5010	145563
5020	153578
5030	153373
5040	147497
5050	151542
5060	147506
5070	151902
5080	155893
5090	155185
5100	153698
5110	160731
5120	142339
5130	146424
5140	147317
5150	151768
5160	148153
5170	151623
5180	153387
5190	152362
5200	149365
5210	153520
5220	153786
5230	158312
5240	155455
5250	149470
5260	155229
5270	155131
5280	151589
5290	155804
5300	156727
5310	161318
5320	157142
5330	157047
5340	162541
5350	162301
5360	159051
5370	163336
5380	153559
5390	158205
5400	160043
5410	159265
5420	160026
5430	165101
5440	155997
5450	160332
5460	161275
5470	165996
5480	162151
5490	166878
5500	167695
5510	162286
5520	163444
5530	167849
5540	163750
5550	168536
5560	169879
5570	163839
5580	170276
5590	169830
5600	166063
5610	170528
5620	171501
5630	176362
5640	160907
5650	167242
5660	166576
5670	166291
5680	169316
5690	173841
5700	169265
